id,domain,rank
8600001,moteurvoletroulant.org,3.17
8600002,stdavidandstpatrick.org,3.17
8600003,balticventures.uk,3.17
8600004,apn.com.au,3.17
8600005,budgetbloggess.com,3.17
8600006,cdn.flxml.com,3.17
8600007,themonkees.com,3.17
8600008,gamesfest2015.commons.gc.cuny.edu,3.17
8600009,next-tell.eu,3.17
8600010,aimpressionist.github.io,3.17
8600011,mys5.org,3.17
8600012,7uiceshop.com,3.17
8600013,dangardnerspec.com,3.17
8600014,mujeresantelaadversidad.com,3.17
8600015,normandie-energies.com,3.17
8600016,peteschocolate.com,3.17
8600017,vancouverbotoxclinic.com,3.17
8600018,cinergia.net,3.17
8600019,ncongo.org,3.17
8600020,pilarmontoliu.cat,3.17
8600021,garagesanctum.com,3.17
8600022,goodtimeaustin.com,3.17
8600023,mapleconference.com,3.17
8600024,tomyamthailand.com,3.17
8600025,trekkingwithtrevor.com,3.17
8600026,ananicoleta27.wixsite.com,3.17
8600027,kaprichossaludables.wixsite.com,3.17
8600028,baseblogging.net,3.17
8600029,notar-kammerlander.at,3.17
8600030,dentalartscenterpc.com,3.17
8600031,drtambar.com,3.17
8600032,manhattannutritionclinic.com,3.17
8600033,pollyliontis.com,3.17
8600034,tucsoncoinclub.com,3.17
8600035,csironewsblog.files.wordpress.com,3.17
8600036,retouched.de,3.17
8600037,catalyst-ohio.org,3.17
8600038,maxinackacatering.se,3.17
8600039,adeptimagery.co.uk,3.17
8600040,jonoswatersports.com,3.17
8600041,pensacolaautosalvage.com,3.17
8600042,pt.xhofficial.com,3.17
8600043,buffalocreekacademy.org,3.17
8600044,ossos.cat,3.17
8600045,quickfamesystem.com,3.17
8600046,cclavisio.blogspot.com.es,3.17
8600047,bestetester.nl,3.17
8600048,baza-referat.ru,3.17
8600049,dsi-zenit.ru,3.17
8600050,yalla-shoots.tv,3.17
8600051,nottinghilldentalsurgery.co.uk,3.17
8600052,carrolltontx.granicus.com,3.17
8600053,usapools.com,3.17
8600054,zlatiborski.okrug.gov.rs,3.17
