id,domain,rank
9000001,ez-web.co.il,3.15
9000002,al.do4a.me,3.15
9000003,johnrochaphoto.net,3.15
9000004,spyware-remover.spyware-spyware.net,3.15
9000005,thewebdoc.net,3.15
9000006,videoloji.net,3.15
9000007,yitwail.net,3.15
9000008,stevierayvaughan.org,3.15
9000009,isulongseoph.com.ph,3.15
9000010,informa.si,3.15
9000011,customchallengecoins.co.uk,3.15
9000012,seoview.co.uk,3.15
9000013,lmomo.ca,3.15
9000014,abdebpromotionslimited.com,3.15
9000015,blog.abuzant.com,3.15
9000016,balitouristforum.com,3.15
9000017,bargaintix.com,3.15
9000018,bfronline.com,3.15
9000019,blinds4home.com,3.15
9000020,covalentchemical.com,3.15
9000021,datarecoveryi.com,3.15
9000022,dermotwaters.com,3.15
9000023,fortitudefinancial.com,3.15
9000024,in-publication.com,3.15
9000025,blog.jbyers.com,3.15
9000026,noyler.com,3.15
9000027,quickbrownfox_example.com,3.15
9000028,rjdinternational.com,3.15
9000029,sitebusinessmarketing.com,3.15
9000030,solstice-it.com,3.15
9000031,strippermotorsports.com,3.15
9000032,supermarketingaffiliates.com,3.15
9000033,technopus.com,3.15
9000034,webmastertable.com,3.15
9000035,webneeks.com,3.15
9000036,us.williamyeowardcrystal.com,3.15
9000037,digitalesbild.gwi.uni-muenchen.de,3.15
9000038,ritmio.es,3.15
9000039,socio.ens-lyon.fr,3.15
9000040,nextlog.it,3.15
9000041,giftportal.jp,3.15
9000042,jivity.net,3.15
9000043,rockdream.net,3.15
9000044,xl-2.net,3.15
9000045,digicreative.co.nz,3.15
9000046,araneo.net.nz,3.15
9000047,colouringcities.org,3.15
9000048,ciberdirect.co.uk,3.15
9000049,rallyusedparts.co.uk,3.15
9000050,seo-london.co.uk,3.15
9000051,webpredators.co.uk,3.15
9000052,yournetbiz.me.uk,3.15
9000053,nathananderson.us,3.15
9000054,klerkie.be,3.15
9000055,amateurxgirls.com,3.15
9000056,annahochleitner.com,3.15
9000057,weblog.blackhat-seo.com,3.15
9000058,choomnoom.com,3.15
9000059,davidcfreer.com,3.15
9000060,domometer.com,3.15
9000061,goingrank.com,3.15
9000062,hostsb.com,3.15
9000063,iczalazar.com,3.15
9000064,josephlavington.com,3.15
9000065,kohtao-community.com,3.15
9000066,mavidizi.com,3.15
9000067,rantstoriches.com,3.15
9000068,startupshack.com,3.15
9000069,storybookdestinations.com,3.15
9000070,streethp.com,3.15
9000071,swordplay-symposium.com,3.15
9000072,tsavoagency.com,3.15
9000073,usimagedesign.com,3.15
9000074,webperformancetools.com,3.15
9000075,benoitbrochier.fr,3.15
9000076,seo-experts.gr,3.15
9000077,giocattolissimi.it,3.15
9000078,itopia.lt,3.15
9000079,informaticasimples.net,3.15
9000080,trancelyrics.net,3.15
9000081,magentohosting.nl,3.15
9000082,www-history-com.cdn.ampproject.org,3.15
9000083,compas.com.pl,3.15
9000084,munit.co.uk,3.15
9000085,muslimmarriageevents.org.uk,3.15
9000086,kidsholidayactivities.com.au,3.15
9000087,african-antiques.com,3.15
9000088,alexaautosurf.com,3.15
9000089,alexcreativeconsulting.com,3.15
9000090,ander-web.com,3.15
9000091,brainstormpc.com,3.15
9000092,chaffee.com,3.15
9000093,diamondsandopals.com,3.15
9000094,dreeme.com,3.15
9000095,fortune6821.com,3.15
9000096,internet-problems.com,3.15
9000097,kimclink.com,3.15
9000098,kitty-karsen.com,3.15
9000099,mortgage-and-mortgages.com,3.15
9000100,online-internet-marketing-services.com,3.15
9000101,referatde.com,3.15
9000102,romantic-gift-ideas-online.com,3.15
9000103,sacramentorealestateblog.com,3.15
9000104,schoonzie.com,3.15
9000105,knowltonschool.ss18.sharpschool.com,3.15
9000106,siobhanpreston.com,3.15
9000107,blog.superzu.com,3.15
9000108,valuesinfo.com,3.15
9000109,veoreport.com,3.15
